key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,latitude,longitude,location,latitude_stadium,longitude_stadium
1,WC-1930,1930 FIFA World Cup,M-1930-01,France v Mexico,group stage,Group 1,1,0,0,0,7/13/1930,15:00,S-193,Pocitos Stadium,Montevideo,Uruguay,T-28,France,FRA,T-44,Mexico,MEX,5,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",-34.9022,-56.1746
2,WC-1930,1930 FIFA World Cup,M-1930-02,United States v Belgium,group stage,Group 4,1,0,0,0,7/13/1930,15:00,S-192,Gran Parque Central Stadium,Montevideo,Uruguay,T-80,United States,USA,T-06,Belgium,BEL,3,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",-34.884457600000005,-56.1587293698424
3,WC-1930,1930 FIFA World Cup,M-1930-03,Yugoslavia v Brazil,group stage,Group 2,1,0,0,0,7/14/1930,12:45,S-192,Gran Parque Central Stadium,Montevideo,Uruguay,T-84,Yugoslavia,YUG,T-09,Brazil,BRA,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",-34.884457600000005,-56.1587293698424
4,WC-1930,1930 FIFA World Cup,M-1930-04,Romania v Peru,group stage,Group 3,1,0,0,0,7/14/1930,14:50,S-193,Pocitos Stadium,Montevideo,Uruguay,T-59,Romania,ROU,T-54,Peru,PER,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",-34.9022,-56.1746
5,WC-1930,1930 FIFA World Cup,M-1930-05,Argentina v France,group stage,Group 1,1,0,0,0,7/15/1930,16:00,S-192,Gran Parque Central Stadium,Montevideo,Uruguay,T-03,Argentina,ARG,T-28,France,FRA,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",-34.884457600000005,-56.1587293698424
6,WC-1930,1930 FIFA World Cup,M-1930-06,Chile v Mexico,group stage,Group 1,1,0,0,0,7/16/1930,14:45,S-192,Gran Parque Central Stadium,Montevideo,Uruguay,T-13,Chile,CHL,T-44,Mexico,MEX,3,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",-34.884457600000005,-56.1587293698424
7,WC-1930,1930 FIFA World Cup,M-1930-07,Yugoslavia v Bolivia,group stage,Group 2,1,0,0,0,7/17/1930,12:45,S-192,Gran Parque Central Stadium,Montevideo,Uruguay,T-84,Yugoslavia,YUG,T-07,Bolivia,BOL,4,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",-34.884457600000005,-56.1587293698424
8,WC-1930,1930 FIFA World Cup,M-1930-08,United States v Paraguay,group stage,Group 4,1,0,0,0,7/17/1930,14:45,S-192,Gran Parque Central Stadium,Montevideo,Uruguay,T-80,United States,USA,T-53,Paraguay,PRY,3,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",-34.884457600000005,-56.1587293698424
9,WC-1930,1930 FIFA World Cup,M-1930-09,Uruguay v Peru,group stage,Group 3,1,0,0,0,7/18/1930,14:30,S-191,Centennial Stadium,Montevideo,Uruguay,T-81,Uruguay,URY,T-54,Peru,PER,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
10,WC-1930,1930 FIFA World Cup,M-1930-10,Chile v France,group stage,Group 1,1,0,0,0,7/19/1930,12:50,S-191,Centennial Stadium,Montevideo,Uruguay,T-13,Chile,CHL,T-28,France,FRA,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
11,WC-1930,1930 FIFA World Cup,M-1930-11,Argentina v Mexico,group stage,Group 1,1,0,0,0,7/19/1930,15:00,S-191,Centennial Stadium,Montevideo,Uruguay,T-03,Argentina,ARG,T-44,Mexico,MEX,9,6,3,3,-3,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
12,WC-1930,1930 FIFA World Cup,M-1930-12,Brazil v Bolivia,group stage,Group 2,1,0,0,0,7/20/1930,13:00,S-191,Centennial Stadium,Montevideo,Uruguay,T-09,Brazil,BRA,T-07,Bolivia,BOL,4,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
13,WC-1930,1930 FIFA World Cup,M-1930-13,Paraguay v Belgium,group stage,Group 4,1,0,0,0,7/20/1930,15:00,S-191,Centennial Stadium,Montevideo,Uruguay,T-53,Paraguay,PRY,T-06,Belgium,BEL,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
14,WC-1930,1930 FIFA World Cup,M-1930-14,Uruguay v Romania,group stage,Group 3,1,0,0,0,7/21/1930,14:50,S-191,Centennial Stadium,Montevideo,Uruguay,T-81,Uruguay,URY,T-59,Romania,ROU,4,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
15,WC-1930,1930 FIFA World Cup,M-1930-15,Argentina v Chile,group stage,Group 1,1,0,0,0,7/22/1930,14:45,S-191,Centennial Stadium,Montevideo,Uruguay,T-03,Argentina,ARG,T-13,Chile,CHL,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
16,WC-1930,1930 FIFA World Cup,M-1930-16,Argentina v United States,semi-finals,not applicable,0,1,0,0,7/26/1930,14:45,S-191,Centennial Stadium,Montevideo,Uruguay,T-03,Argentina,ARG,T-80,United States,USA,7,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
17,WC-1930,1930 FIFA World Cup,M-1930-17,Uruguay v Yugoslavia,semi-finals,not applicable,0,1,0,0,7/27/1930,14:45,S-191,Centennial Stadium,Montevideo,Uruguay,T-81,Uruguay,URY,T-84,Yugoslavia,YUG,7,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
18,WC-1930,1930 FIFA World Cup,M-1930-18,Uruguay v Argentina,final,not applicable,0,1,0,0,7/30/1930,14:15,S-191,Centennial Stadium,Montevideo,Uruguay,T-81,Uruguay,URY,T-03,Argentina,ARG,6,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,-32.8755548,-56.0201525,"-32.8755548,-56.0201525",4.515840799999999,-75.69878435000001
19,WC-1934,1934 FIFA World Cup,M-1934-01,Austria v France,round of 16,not applicable,0,1,0,0,5/27/1934,16:00,S-081,Benito Mussolini Stadium,Turin,Italy,T-05,Austria,AUT,T-28,France,FRA,5,3,2,1,-1,1,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",41.9033,12.5277
20,WC-1934,1934 FIFA World Cup,M-1934-02,Czechoslovakia v Romania,round of 16,not applicable,0,1,0,0,5/27/1934,16:00,S-080,Littorio Stadium,Trieste,Italy,T-20,Czechoslovakia,CSK,T-59,Romania,ROU,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",45.6239473,13.794150190261368
21,WC-1934,1934 FIFA World Cup,M-1934-03,Germany v Belgium,round of 16,not applicable,0,1,0,0,5/27/1934,16:00,S-072,Giovanni Berta Stadium,Florence,Italy,T-29,Germany,DEU,T-06,Belgium,BEL,7,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",43.78088375,11.282819064944936
22,WC-1934,1934 FIFA World Cup,M-1934-04,Hungary v Egypt,round of 16,not applicable,0,1,0,0,5/27/1934,16:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-34,Hungary,HUN,T-25,Egypt,EGY,6,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",40.8375,14.2497
23,WC-1934,1934 FIFA World Cup,M-1934-05,Italy v United States,round of 16,not applicable,0,1,0,0,5/27/1934,16:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-39,Italy,ITA,T-80,United States,USA,8,7,1,6,-6,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",41.9015,12.4883
24,WC-1934,1934 FIFA World Cup,M-1934-06,Spain v Brazil,round of 16,not applicable,0,1,0,0,5/27/1934,16:00,S-073,Stadium Luigi Ferraris,Genoa,Italy,T-71,Spain,ESP,T-09,Brazil,BRA,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",44.416475250000005,8.95253414653515
25,WC-1934,1934 FIFA World Cup,M-1934-07,Sweden v Argentina,round of 16,not applicable,0,1,0,0,5/27/1934,16:00,S-069,Stadium Renato Dall'Ara,Bologna,Italy,T-72,Sweden,SWE,T-03,Argentina,ARG,5,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",44.492362,11.309990462343109
26,WC-1934,1934 FIFA World Cup,M-1934-08,Switzerland v Netherlands,round of 16,not applicable,0,1,0,0,5/27/1934,16:00,S-074,San Siro,Milan,Italy,T-73,Switzerland,CHE,T-46,Netherlands,NLD,5,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",45.47820035,9.123963993342391
27,WC-1934,1934 FIFA World Cup,M-1934-09,Austria v Hungary,quarter-finals,not applicable,0,1,0,0,5/31/1934,16:30,S-069,Stadium Renato Dall'Ara,Bologna,Italy,T-05,Austria,AUT,T-34,Hungary,HUN,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",44.492362,11.309990462343109
28,WC-1934,1934 FIFA World Cup,M-1934-10,Czechoslovakia v Switzerland,quarter-finals,not applicable,0,1,0,0,5/31/1934,16:30,S-081,Benito Mussolini Stadium,Turin,Italy,T-20,Czechoslovakia,CSK,T-73,Switzerland,CHE,5,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",41.9033,12.5277
29,WC-1934,1934 FIFA World Cup,M-1934-11,Germany v Sweden,quarter-finals,not applicable,0,1,0,0,5/31/1934,16:30,S-074,San Siro,Milan,Italy,T-29,Germany,DEU,T-72,Sweden,SWE,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",45.47820035,9.123963993342391
30,WC-1934,1934 FIFA World Cup,M-1934-12,Italy v Spain,quarter-finals,not applicable,0,1,1,0,5/31/1934,16:30,S-072,Giovanni Berta Stadium,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,2,1,1,0,0,1,0,0-0,0,0,draw,0,0,1,42.6384261,12.674297,"42.6384261,12.674297",43.78088375,11.282819064944936
31,WC-1934,1934 FIFA World Cup,M-1934-13,Italy v Spain,quarter-finals,not applicable,0,1,0,1,6/1/1934,16:30,S-072,Giovanni Berta Stadium,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",43.78088375,11.282819064944936
32,WC-1934,1934 FIFA World Cup,M-1934-14,Czechoslovakia v Germany,semi-finals,not applicable,0,1,0,0,6/3/1934,16:30,S-078,Stadio Nazionale PNF,Rome,Italy,T-20,Czechoslovakia,CSK,T-29,Germany,DEU,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",41.9015,12.4883
33,WC-1934,1934 FIFA World Cup,M-1934-15,Italy v Austria,semi-finals,not applicable,0,1,0,0,6/3/1934,16:30,S-074,San Siro,Milan,Italy,T-39,Italy,ITA,T-05,Austria,AUT,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",45.47820035,9.123963993342391
34,WC-1934,1934 FIFA World Cup,M-1934-16,Germany v Austria,third-place match,not applicable,0,1,0,0,6/7/1934,18:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-29,Germany,DEU,T-05,Austria,AUT,5,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",40.8375,14.2497
35,WC-1934,1934 FIFA World Cup,M-1934-17,Italy v Czechoslovakia,final,not applicable,0,1,0,0,6/10/1934,17:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-39,Italy,ITA,T-20,Czechoslovakia,CSK,3,2,1,1,-1,1,0,0-0,0,0,home team win,1,0,0,42.6384261,12.674297,"42.6384261,12.674297",41.9015,12.4883
36,WC-1938,1938 FIFA World Cup,M-1938-01,Switzerland v Germany,round of 16,not applicable,0,1,1,0,6/4/1938,17:00,S-045,Parc des Princes,Paris,France,T-73,Switzerland,CHE,T-29,Germany,DEU,2,1,1,0,0,1,0,0-0,0,0,draw,0,0,1,46.603354,1.8883335,"46.603354,1.8883335",48.841363400000006,2.2530693162378235
37,WC-1938,1938 FIFA World Cup,M-1938-02,Cuba v Romania,round of 16,not applicable,0,1,1,0,6/5/1938,17:00,S-052,Stade du T.O.E.C.,Toulouse,France,T-18,Cuba,CUB,T-59,Romania,ROU,6,3,3,0,0,1,0,0-0,0,0,draw,0,0,1,46.603354,1.8883335,"46.603354,1.8883335",43.5735,1.4297
38,WC-1938,1938 FIFA World Cup,M-1938-03,France v Belgium,round of 16,not applicable,0,1,0,0,6/5/1938,17:00,S-046,Stade Olympique de Colombes,Paris,France,T-28,France,FRA,T-06,Belgium,BEL,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",48.9211,2.2544
39,WC-1938,1938 FIFA World Cup,M-1938-04,Hungary v Dutch East Indies,round of 16,not applicable,0,1,0,0,6/5/1938,17:00,S-047,Municipal Velodrome,Reims,France,T-34,Hungary,HUN,T-22,Dutch East Indies,IDN,6,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",-20.31883955,57.53372157540161
40,WC-1938,1938 FIFA World Cup,M-1938-05,Italy v Norway,round of 16,not applicable,0,1,0,0,6/5/1938,17:00,S-042,Stade VÃ©lodrome,Marseille,France,T-39,Italy,ITA,T-51,Norway,NOR,3,2,1,1,-1,1,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",43.26983495,5.395911664099216
41,WC-1938,1938 FIFA World Cup,M-1938-06,Brazil v Poland,round of 16,not applicable,0,1,0,0,6/5/1938,17:30,S-050,Stade de la Meinau,Strasbourg,France,T-09,Brazil,BRA,T-55,Poland,POL,11,6,5,1,-1,1,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",48.5600477,7.755125193344087
42,WC-1938,1938 FIFA World Cup,M-1938-07,Czechoslovakia v Netherlands,round of 16,not applicable,0,1,0,0,6/5/1938,18:30,S-038,Stade Jules Deschaseaux,Le Havre,France,T-20,Czechoslovakia,CSK,T-46,Netherlands,NLD,3,3,0,3,-3,1,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",49.50173575,0.1711772782959524
43,WC-1938,1938 FIFA World Cup,M-1938-08,Cuba v Romania,round of 16,not applicable,0,1,0,1,6/9/1938,18:00,S-052,Stade du T.O.E.C.,Toulouse,France,T-18,Cuba,CUB,T-59,Romania,ROU,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",43.5735,1.4297
44,WC-1938,1938 FIFA World Cup,M-1938-09,Switzerland v Germany,round of 16,not applicable,0,1,0,1,6/9/1938,18:00,S-045,Parc des Princes,Paris,France,T-73,Switzerland,CHE,T-29,Germany,DEU,6,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",48.841363400000006,2.2530693162378235
45,WC-1938,1938 FIFA World Cup,M-1938-10,Brazil v Czechoslovakia,quarter-finals,not applicable,0,1,1,0,6/12/1938,17:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-09,Brazil,BRA,T-20,Czechoslovakia,CSK,2,1,1,0,0,1,0,0-0,0,0,draw,0,0,1,46.603354,1.8883335,"46.603354,1.8883335",44.8405,-0.5805
46,WC-1938,1938 FIFA World Cup,M-1938-11,Hungary v Switzerland,quarter-finals,not applicable,0,1,0,0,6/12/1938,17:00,S-040,Stade Victor Boucquey,Lille,France,T-34,Hungary,HUN,T-73,Switzerland,CHE,2,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",50.7808,3.1476
47,WC-1938,1938 FIFA World Cup,M-1938-12,Italy v France,quarter-finals,not applicable,0,1,0,0,6/12/1938,17:00,S-046,Stade Olympique de Colombes,Paris,France,T-39,Italy,ITA,T-28,France,FRA,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",48.9211,2.2544
48,WC-1938,1938 FIFA World Cup,M-1938-13,Sweden v Cuba,quarter-finals,not applicable,0,1,0,0,6/12/1938,17:00,S-036,Stade du Fort CarrÃ©,Antibes,France,T-72,Sweden,SWE,T-18,Cuba,CUB,8,8,0,8,-8,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",43.5909793,7.125418085143954
49,WC-1938,1938 FIFA World Cup,M-1938-14,Brazil v Czechoslovakia,quarter-finals,not applicable,0,1,0,1,6/14/1938,18:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-09,Brazil,BRA,T-20,Czechoslovakia,CSK,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",44.8405,-0.5805
50,WC-1938,1938 FIFA World Cup,M-1938-15,Hungary v Sweden,semi-finals,not applicable,0,1,0,0,6/16/1938,18:00,S-045,Parc des Princes,Paris,France,T-34,Hungary,HUN,T-72,Sweden,SWE,6,5,1,4,-4,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",48.841363400000006,2.2530693162378235
51,WC-1938,1938 FIFA World Cup,M-1938-16,Italy v Brazil,semi-finals,not applicable,0,1,0,0,6/16/1938,18:00,S-042,Stade VÃ©lodrome,Marseille,France,T-39,Italy,ITA,T-09,Brazil,BRA,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",43.26983495,5.395911664099216
52,WC-1938,1938 FIFA World Cup,M-1938-17,Brazil v Sweden,third-place match,not applicable,0,1,0,0,6/19/1938,17:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-09,Brazil,BRA,T-72,Sweden,SWE,6,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",44.8405,-0.5805
53,WC-1938,1938 FIFA World Cup,M-1938-18,Italy v Hungary,final,not applicable,0,1,0,0,6/19/1938,17:00,S-046,Stade Olympique de Colombes,Paris,France,T-39,Italy,ITA,T-34,Hungary,HUN,6,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,46.603354,1.8883335,"46.603354,1.8883335",48.9211,2.2544
54,WC-1950,1950 FIFA World Cup,M-1950-01,Brazil v Mexico,group stage,Group 1,1,0,0,0,6/24/1950,15:00,S-020,MaracanÃ£ Stadium,Rio de Janeiro,Brazil,T-09,Brazil,BRA,T-44,Mexico,MEX,4,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-22.91216195,-43.23117510590559
55,WC-1950,1950 FIFA World Cup,M-1950-02,Yugoslavia v Switzerland,group stage,Group 1,1,0,0,0,6/25/1950,15:00,S-007,Independencia Stadium,Belo Horizonte,Brazil,T-84,Yugoslavia,YUG,T-73,Switzerland,CHE,3,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-19.9083526,-43.91777797482525
56,WC-1950,1950 FIFA World Cup,M-1950-03,England v Chile,group stage,Group 2,1,0,0,0,6/25/1950,15:00,S-020,MaracanÃ£ Stadium,Rio de Janeiro,Brazil,T-27,England,ENG,T-13,Chile,CHL,2,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-22.91216195,-43.23117510590559
57,WC-1950,1950 FIFA World Cup,M-1950-04,Spain v United States,group stage,Group 2,1,0,0,0,6/25/1950,15:00,S-012,Vila Capanema Stadium,Curitiba,Brazil,T-71,Spain,ESP,T-80,United States,USA,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-25.4429,-49.2779
58,WC-1950,1950 FIFA World Cup,M-1950-05,Sweden v Italy,group stage,Group 3,1,0,0,0,6/25/1950,15:00,S-023,Pacaembu Stadium,SÃÂÃÂ£o Paulo,Brazil,T-72,Sweden,SWE,T-39,Italy,ITA,5,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-23.5485641,-46.66535189958442
59,WC-1950,1950 FIFA World Cup,M-1950-06,Brazil v Switzerland,group stage,Group 1,1,0,0,0,6/28/1950,15:00,S-023,Pacaembu Stadium,SÃÂÃÂ£o Paulo,Brazil,T-09,Brazil,BRA,T-73,Switzerland,CHE,4,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,-10.3333333,-53.2,"-10.3333333,-53.2",-23.5485641,-46.66535189958442
60,WC-1950,1950 FIFA World Cup,M-1950-07,Yugoslavia v Mexico,group stage,Group 1,1,0,0,0,6/28/1950,15:00,S-017,Eucalyptus Stadium,Porto Alegre,Brazil,T-84,Yugoslavia,YUG,T-44,Mexico,MEX,5,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",36.6562044,3.1509989
61,WC-1950,1950 FIFA World Cup,M-1950-08,Spain v Chile,group stage,Group 2,1,0,0,0,6/29/1950,15:00,S-020,MaracanÃ£ Stadium,Rio de Janeiro,Brazil,T-71,Spain,ESP,T-13,Chile,CHL,2,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-22.91216195,-43.23117510590559
62,WC-1950,1950 FIFA World Cup,M-1950-09,United States v England,group stage,Group 2,1,0,0,0,6/29/1950,15:00,S-007,Independencia Stadium,Belo Horizonte,Brazil,T-80,United States,USA,T-27,England,ENG,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-19.9083526,-43.91777797482525
63,WC-1950,1950 FIFA World Cup,M-1950-10,Sweden v Paraguay,group stage,Group 3,1,0,0,0,6/29/1950,15:30,S-012,Vila Capanema Stadium,Curitiba,Brazil,T-72,Sweden,SWE,T-53,Paraguay,PRY,4,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,-10.3333333,-53.2,"-10.3333333,-53.2",-25.4429,-49.2779
64,WC-1950,1950 FIFA World Cup,M-1950-11,Brazil v Yugoslavia,group stage,Group 1,1,0,0,0,7/1/1950,15:00,S-020,MaracanÃ£ Stadium,Rio de Janeiro,Brazil,T-09,Brazil,BRA,T-84,Yugoslavia,YUG,2,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-22.91216195,-43.23117510590559
65,WC-1950,1950 FIFA World Cup,M-1950-12,Chile v United States,group stage,Group 2,1,0,0,0,7/2/1950,15:00,S-019,Ilha do Retiro Stadium,Recife,Brazil,T-13,Chile,CHL,T-80,United States,USA,7,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-8.0649,-34.9011
66,WC-1950,1950 FIFA World Cup,M-1950-13,Spain v England,group stage,Group 2,1,0,0,0,7/2/1950,15:00,S-020,MaracanÃ£ Stadium,Rio de Janeiro,Brazil,T-71,Spain,ESP,T-27,England,ENG,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-22.91216195,-43.23117510590559
67,WC-1950,1950 FIFA World Cup,M-1950-14,Italy v Paraguay,group stage,Group 3,1,0,0,0,7/2/1950,15:00,S-023,Pacaembu Stadium,SÃÂÃÂ£o Paulo,Brazil,T-39,Italy,ITA,T-53,Paraguay,PRY,2,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-23.5485641,-46.66535189958442
68,WC-1950,1950 FIFA World Cup,M-1950-15,Uruguay v Bolivia,group stage,Group 4,1,0,0,0,7/2/1950,15:00,S-007,Independencia Stadium,Belo Horizonte,Brazil,T-81,Uruguay,URY,T-07,Bolivia,BOL,8,8,0,8,-8,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-19.9083526,-43.91777797482525
69,WC-1950,1950 FIFA World Cup,M-1950-16,Switzerland v Mexico,group stage,Group 1,1,0,0,0,7/2/1950,15:40,S-017,Eucalyptus Stadium,Porto Alegre,Brazil,T-73,Switzerland,CHE,T-44,Mexico,MEX,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",36.6562044,3.1509989
70,WC-1950,1950 FIFA World Cup,M-1950-17,Brazil v Sweden,final round,not applicable,1,0,0,0,7/9/1950,15:00,S-020,MaracanÃ£ Stadium,Rio de Janeiro,Brazil,T-09,Brazil,BRA,T-72,Sweden,SWE,8,7,1,6,-6,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-22.91216195,-43.23117510590559
71,WC-1950,1950 FIFA World Cup,M-1950-18,Uruguay v Spain,final round,not applicable,1,0,0,0,7/9/1950,15:00,S-023,Pacaembu Stadium,SÃÂÃÂ£o Paulo,Brazil,T-81,Uruguay,URY,T-71,Spain,ESP,4,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,-10.3333333,-53.2,"-10.3333333,-53.2",-23.5485641,-46.66535189958442
72,WC-1950,1950 FIFA World Cup,M-1950-19,Brazil v Spain,final round,not applicable,1,0,0,0,7/13/1950,15:00,S-020,MaracanÃ£ Stadium,Rio de Janeiro,Brazil,T-09,Brazil,BRA,T-71,Spain,ESP,7,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,-10.3333333,-53.2,"-10.3333333,-53.2",-22.91216195,-43.23117510590559
