key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,latitude,longitude,location,latitude_stadium,longitude_stadium
264,WC-1974,1974 FIFA World Cup,M-1974-32,West Germany v Sweden,second group stage,Group B,1,0,0,0,6/30/1974,19:30,S-056,rheinstadion,DÃÂÃÂ¼sseldorf,Germany,T-83,West Germany,DEU,T-72,Sweden,SWE,6,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,51.1638175,10.4478313,"51.1638175,10.4478313",48.5628472,7.8116582
265,WC-1974,1974 FIFA World Cup,M-1974-33,Poland v West Germany,second group stage,Group B,1,0,0,0,7/3/1974,16:30,S-057,waldstadion,Frankfurt,Germany,T-55,Poland,POL,T-83,West Germany,DEU,1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,51.1638175,10.4478313,"51.1638175,10.4478313",50.06859935,8.645462952099116
266,WC-1974,1974 FIFA World Cup,M-1974-34,Argentina v East Germany,second group stage,Group A,1,0,0,0,7/3/1974,19:30,S-059,parkstadion,Gelsenkirchen,Germany,T-03,Argentina,ARG,T-23,East Germany,DDR,2,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,51.1638175,10.4478313,"51.1638175,10.4478313",51.04422105,13.530015631794862
267,WC-1974,1974 FIFA World Cup,M-1974-35,Netherlands v Brazil,second group stage,Group A,1,0,0,0,7/3/1974,19:30,S-055,westfalenstadion,Dortmund,Germany,T-46,Netherlands,NLD,T-09,Brazil,BRA,2,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,51.1638175,10.4478313,"51.1638175,10.4478313",51.49260955,7.450861988386729
268,WC-1974,1974 FIFA World Cup,M-1974-36,Sweden v Yugoslavia,second group stage,Group B,1,0,0,0,7/3/1974,19:30,S-056,rheinstadion,DÃÂÃÂ¼sseldorf,Germany,T-72,Sweden,SWE,T-84,Yugoslavia,YUG,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,51.1638175,10.4478313,"51.1638175,10.4478313",48.5628472,7.8116582
269,WC-1974,1974 FIFA World Cup,M-1974-37,Brazil v Poland,third-place match,not applicable,0,1,0,0,7/6/1974,16:00,S-065,Olympiastadion,Munich,Germany,T-09,Brazil,BRA,T-55,Poland,POL,1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,51.1638175,10.4478313,"51.1638175,10.4478313",41.93395205,12.45472307452724
270,WC-1974,1974 FIFA World Cup,M-1974-38,Netherlands v West Germany,final,not applicable,0,1,0,0,7/7/1974,16:00,S-065,Olympiastadion,Munich,Germany,T-46,Netherlands,NLD,T-83,West Germany,DEU,3,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,51.1638175,10.4478313,"51.1638175,10.4478313",41.93395205,12.45472307452724
271,WC-1978,1978 FIFA World Cup,M-1978-01,West Germany v Poland,group stage,Group 2,1,0,0,0,6/1/1978,15:00,S-002,Monumental Stadium,Buenos Aires,Argentina,T-83,West Germany,DEU,T-55,Poland,POL,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-33.50643725,-70.60594681068619
272,WC-1978,1978 FIFA World Cup,M-1978-02,Italy v France,group stage,Group 1,1,0,0,0,6/2/1978,13:45,S-004,JosÃ© MarÃ­a Minella Stadium,Mar del Plata,Argentina,T-39,Italy,ITA,T-28,France,FRA,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-38.0179031,-57.58238639951763
273,WC-1978,1978 FIFA World Cup,M-1978-03,Tunisia v Mexico,group stage,Group 2,1,0,0,0,6/2/1978,16:45,S-006,Arroyito Giant Stadium,Rosario,Argentina,T-76,Tunisia,TUN,T-44,Mexico,MEX,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.9139783,-60.67450288279602
274,WC-1978,1978 FIFA World Cup,M-1978-04,Argentina v Hungary,group stage,Group 1,1,0,0,0,6/2/1978,19:15,S-002,Monumental Stadium,Buenos Aires,Argentina,T-03,Argentina,ARG,T-34,Hungary,HUN,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-33.50643725,-70.60594681068619
275,WC-1978,1978 FIFA World Cup,M-1978-05,Austria v Spain,group stage,Group 3,1,0,0,0,6/3/1978,13:45,S-001,JosÃ© Amalfitani Stadium,Buenos Aires,Argentina,T-05,Austria,AUT,T-71,Spain,ESP,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-34.6353382,-58.520678812977806
276,WC-1978,1978 FIFA World Cup,M-1978-06,Brazil v Sweden,group stage,Group 3,1,0,0,0,6/3/1978,13:45,S-004,JosÃ© MarÃ­a Minella Stadium,Mar del Plata,Argentina,T-09,Brazil,BRA,T-72,Sweden,SWE,2,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-38.0179031,-57.58238639951763
277,WC-1978,1978 FIFA World Cup,M-1978-07,Netherlands v Iran,group stage,Group 4,1,0,0,0,6/3/1978,16:45,S-005,City of Mendoza Stadium,Mendoza,Argentina,T-46,Netherlands,NLD,T-36,Iran,IRN,3,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.889601,-68.87985756530736
278,WC-1978,1978 FIFA World Cup,M-1978-08,Peru v Scotland,group stage,Group 4,1,0,0,0,6/3/1978,16:45,S-003,Chateau Carreras Stadium,CÃÂÃÂ³rdoba,Argentina,T-54,Peru,PER,T-62,Scotland,SCO,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-31.4295,-64.1915
279,WC-1978,1978 FIFA World Cup,M-1978-09,Italy v Hungary,group stage,Group 1,1,0,0,0,6/6/1978,13:45,S-004,JosÃ© MarÃ­a Minella Stadium,Mar del Plata,Argentina,T-39,Italy,ITA,T-34,Hungary,HUN,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-38.0179031,-57.58238639951763
280,WC-1978,1978 FIFA World Cup,M-1978-10,Poland v Tunisia,group stage,Group 2,1,0,0,0,6/6/1978,16:45,S-006,Arroyito Giant Stadium,Rosario,Argentina,T-55,Poland,POL,T-76,Tunisia,TUN,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.9139783,-60.67450288279602
281,WC-1978,1978 FIFA World Cup,M-1978-11,West Germany v Mexico,group stage,Group 2,1,0,0,0,6/6/1978,16:45,S-003,Chateau Carreras Stadium,CÃÂÃÂ³rdoba,Argentina,T-83,West Germany,DEU,T-44,Mexico,MEX,6,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-31.4295,-64.1915
282,WC-1978,1978 FIFA World Cup,M-1978-12,Argentina v France,group stage,Group 1,1,0,0,0,6/6/1978,19:15,S-002,Monumental Stadium,Buenos Aires,Argentina,T-03,Argentina,ARG,T-28,France,FRA,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-33.50643725,-70.60594681068619
283,WC-1978,1978 FIFA World Cup,M-1978-13,Austria v Sweden,group stage,Group 3,1,0,0,0,6/7/1978,13:45,S-001,JosÃ© Amalfitani Stadium,Buenos Aires,Argentina,T-05,Austria,AUT,T-72,Sweden,SWE,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-34.6353382,-58.520678812977806
284,WC-1978,1978 FIFA World Cup,M-1978-14,Brazil v Spain,group stage,Group 3,1,0,0,0,6/7/1978,13:45,S-004,JosÃ© MarÃ­a Minella Stadium,Mar del Plata,Argentina,T-09,Brazil,BRA,T-71,Spain,ESP,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-38.0179031,-57.58238639951763
285,WC-1978,1978 FIFA World Cup,M-1978-15,Netherlands v Peru,group stage,Group 4,1,0,0,0,6/7/1978,16:45,S-005,City of Mendoza Stadium,Mendoza,Argentina,T-46,Netherlands,NLD,T-54,Peru,PER,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.889601,-68.87985756530736
286,WC-1978,1978 FIFA World Cup,M-1978-16,Scotland v Iran,group stage,Group 4,1,0,0,0,6/7/1978,16:45,S-003,Chateau Carreras Stadium,CÃÂÃÂ³rdoba,Argentina,T-62,Scotland,SCO,T-36,Iran,IRN,2,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-31.4295,-64.1915
287,WC-1978,1978 FIFA World Cup,M-1978-17,France v Hungary,group stage,Group 1,1,0,0,0,6/10/1978,14:30,S-004,JosÃ© MarÃ­a Minella Stadium,Mar del Plata,Argentina,T-28,France,FRA,T-34,Hungary,HUN,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-38.0179031,-57.58238639951763
288,WC-1978,1978 FIFA World Cup,M-1978-18,Poland v Mexico,group stage,Group 2,1,0,0,0,6/10/1978,16:45,S-006,Arroyito Giant Stadium,Rosario,Argentina,T-55,Poland,POL,T-44,Mexico,MEX,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.9139783,-60.67450288279602
289,WC-1978,1978 FIFA World Cup,M-1978-19,West Germany v Tunisia,group stage,Group 2,1,0,0,0,6/10/1978,16:45,S-003,Chateau Carreras Stadium,CÃÂÃÂ³rdoba,Argentina,T-83,West Germany,DEU,T-76,Tunisia,TUN,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-31.4295,-64.1915
290,WC-1978,1978 FIFA World Cup,M-1978-20,Argentina v Italy,group stage,Group 1,1,0,0,0,6/10/1978,19:15,S-002,Monumental Stadium,Buenos Aires,Argentina,T-03,Argentina,ARG,T-39,Italy,ITA,1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-33.50643725,-70.60594681068619
291,WC-1978,1978 FIFA World Cup,M-1978-21,Brazil v Austria,group stage,Group 3,1,0,0,0,6/11/1978,13:45,S-004,JosÃ© MarÃ­a Minella Stadium,Mar del Plata,Argentina,T-09,Brazil,BRA,T-05,Austria,AUT,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-38.0179031,-57.58238639951763
292,WC-1978,1978 FIFA World Cup,M-1978-22,Spain v Sweden,group stage,Group 3,1,0,0,0,6/11/1978,13:45,S-001,JosÃ© Amalfitani Stadium,Buenos Aires,Argentina,T-71,Spain,ESP,T-72,Sweden,SWE,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-34.6353382,-58.520678812977806
293,WC-1978,1978 FIFA World Cup,M-1978-23,Peru v Iran,group stage,Group 4,1,0,0,0,6/11/1978,16:45,S-003,Chateau Carreras Stadium,CÃÂÃÂ³rdoba,Argentina,T-54,Peru,PER,T-36,Iran,IRN,5,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-31.4295,-64.1915
294,WC-1978,1978 FIFA World Cup,M-1978-24,Scotland v Netherlands,group stage,Group 4,1,0,0,0,6/11/1978,16:45,S-005,City of Mendoza Stadium,Mendoza,Argentina,T-62,Scotland,SCO,T-46,Netherlands,NLD,5,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.889601,-68.87985756530736
295,WC-1978,1978 FIFA World Cup,M-1978-25,Austria v Netherlands,second group stage,Group A,1,0,0,0,6/14/1978,13:45,S-003,Chateau Carreras Stadium,CÃÂÃÂ³rdoba,Argentina,T-05,Austria,AUT,T-46,Netherlands,NLD,6,1,5,-4,4,0,0,0-0,0,0,away team win,0,1,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-31.4295,-64.1915
296,WC-1978,1978 FIFA World Cup,M-1978-26,Italy v West Germany,second group stage,Group A,1,0,0,0,6/14/1978,13:45,S-002,Monumental Stadium,Buenos Aires,Argentina,T-39,Italy,ITA,T-83,West Germany,DEU,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-33.50643725,-70.60594681068619
297,WC-1978,1978 FIFA World Cup,M-1978-27,Brazil v Peru,second group stage,Group B,1,0,0,0,6/14/1978,16:45,S-005,City of Mendoza Stadium,Mendoza,Argentina,T-09,Brazil,BRA,T-54,Peru,PER,3,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.889601,-68.87985756530736
298,WC-1978,1978 FIFA World Cup,M-1978-28,Argentina v Poland,second group stage,Group B,1,0,0,0,6/14/1978,19:15,S-006,Arroyito Giant Stadium,Rosario,Argentina,T-03,Argentina,ARG,T-55,Poland,POL,2,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.9139783,-60.67450288279602
299,WC-1978,1978 FIFA World Cup,M-1978-29,Peru v Poland,second group stage,Group B,1,0,0,0,6/18/1978,13:45,S-005,City of Mendoza Stadium,Mendoza,Argentina,T-54,Peru,PER,T-55,Poland,POL,1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.889601,-68.87985756530736
300,WC-1978,1978 FIFA World Cup,M-1978-30,Italy v Austria,second group stage,Group A,1,0,0,0,6/18/1978,16:45,S-002,Monumental Stadium,Buenos Aires,Argentina,T-39,Italy,ITA,T-05,Austria,AUT,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-33.50643725,-70.60594681068619
301,WC-1978,1978 FIFA World Cup,M-1978-31,Netherlands v West Germany,second group stage,Group A,1,0,0,0,6/18/1978,16:45,S-003,Chateau Carreras Stadium,CÃÂÃÂ³rdoba,Argentina,T-46,Netherlands,NLD,T-83,West Germany,DEU,4,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-31.4295,-64.1915
302,WC-1978,1978 FIFA World Cup,M-1978-32,Argentina v Brazil,second group stage,Group B,1,0,0,0,6/18/1978,19:15,S-006,Arroyito Giant Stadium,Rosario,Argentina,T-03,Argentina,ARG,T-09,Brazil,BRA,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.9139783,-60.67450288279602
303,WC-1978,1978 FIFA World Cup,M-1978-33,Austria v West Germany,second group stage,Group A,1,0,0,0,6/21/1978,13:45,S-003,Chateau Carreras Stadium,CÃÂÃÂ³rdoba,Argentina,T-05,Austria,AUT,T-83,West Germany,DEU,5,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-31.4295,-64.1915
304,WC-1978,1978 FIFA World Cup,M-1978-34,Italy v Netherlands,second group stage,Group A,1,0,0,0,6/21/1978,13:45,S-002,Monumental Stadium,Buenos Aires,Argentina,T-39,Italy,ITA,T-46,Netherlands,NLD,3,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-33.50643725,-70.60594681068619
305,WC-1978,1978 FIFA World Cup,M-1978-35,Brazil v Poland,second group stage,Group B,1,0,0,0,6/21/1978,16:45,S-005,City of Mendoza Stadium,Mendoza,Argentina,T-09,Brazil,BRA,T-55,Poland,POL,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.889601,-68.87985756530736
306,WC-1978,1978 FIFA World Cup,M-1978-36,Argentina v Peru,second group stage,Group B,1,0,0,0,6/21/1978,19:15,S-006,Arroyito Giant Stadium,Rosario,Argentina,T-03,Argentina,ARG,T-54,Peru,PER,6,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-32.9139783,-60.67450288279602
307,WC-1978,1978 FIFA World Cup,M-1978-37,Brazil v Italy,third-place match,not applicable,0,1,0,0,6/24/1978,15:00,S-002,Monumental Stadium,Buenos Aires,Argentina,T-09,Brazil,BRA,T-39,Italy,ITA,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-33.50643725,-70.60594681068619
308,WC-1978,1978 FIFA World Cup,M-1978-38,Argentina v Netherlands,final,not applicable,0,1,0,0,6/25/1978,15:00,S-002,Monumental Stadium,Buenos Aires,Argentina,T-03,Argentina,ARG,T-46,Netherlands,NLD,4,3,1,2,-2,1,0,0-0,0,0,home team win,1,0,0,-34.9964963,-64.9672817,"-34.9964963,-64.9672817",-33.50643725,-70.60594681068619
309,WC-1982,1982 FIFA World Cup,M-1982-01,Argentina v Belgium,group stage,Group 3,1,0,0,0,6/13/1982,20:00,S-149,Camp Nou,Barcelona,Spain,T-03,Argentina,ARG,T-06,Belgium,BEL,1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",-31.6535835,-60.7102386
310,WC-1982,1982 FIFA World Cup,M-1982-02,Italy v Poland,group stage,Group 1,1,0,0,0,6/14/1982,17:15,S-162,bullets,Vigo,Spain,T-39,Italy,ITA,T-55,Poland,POL,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,39.3260685,-4.8379791,"39.3260685,-4.8379791",37.7051006,-77.7867532
311,WC-1982,1982 FIFA World Cup,M-1982-03,Brazil v Soviet Union,group stage,Group 6,1,0,0,0,6/14/1982,21:00,S-159,RamÃ³n SÃ¡nchez PizjuÃ¡n Stadium,Seville,Spain,T-09,Brazil,BRA,T-70,Soviet Union,SUN,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",37.3840876,-5.970630902457186
312,WC-1982,1982 FIFA World Cup,M-1982-04,Peru v Cameroon,group stage,Group 1,1,0,0,0,6/15/1982,17:15,S-147,Riazor Stadium,A CoruÃÂÃÂ±a,Spain,T-54,Peru,PER,T-11,Cameroon,CMR,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,39.3260685,-4.8379791,"39.3260685,-4.8379791",43.369825,-8.4159262
313,WC-1982,1982 FIFA World Cup,M-1982-05,Hungary v El Salvador,group stage,Group 3,1,0,0,0,6/15/1982,21:00,S-152,new stadium,Elche,Spain,T-34,Hungary,HUN,T-26,El Salvador,SLV,2,10,1,9,-9,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",25.6537701,-100.28174483134391
314,WC-1982,1982 FIFA World Cup,M-1982-06,Scotland v New Zealand,group stage,Group 6,1,0,0,0,6/15/1982,21:00,S-156,Estadio La Rosaleda,MÃÂÃÂ¡laga,Spain,T-62,Scotland,SCO,T-47,New Zealand,NZL,7,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",36.734959700000005,-4.426535165860329
315,WC-1982,1982 FIFA World Cup,M-1982-07,West Germany v Algeria,group stage,Group 2,1,0,0,0,6/16/1982,17:15,S-153,El MolinÃ³n Stadium,GijÃÂÃÂ³n,Spain,T-83,West Germany,DEU,T-01,Algeria,DZA,3,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",43.5355282,-5.637862
316,WC-1982,1982 FIFA World Cup,M-1982-08,England v France,group stage,Group 4,1,0,0,0,6/16/1982,17:15,S-151,San MamÃÂ©s Stadium,Bilbao,Spain,T-27,England,ENG,T-28,France,FRA,4,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",43.2632,-2.9499
317,WC-1982,1982 FIFA World Cup,M-1982-09,Spain v Honduras,group stage,Group 5,1,0,0,0,6/16/1982,21:00,S-160,Luis Casanova Stadium,Valencia,Spain,T-71,Spain,ESP,T-33,Honduras,HND,2,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,39.3260685,-4.8379791,"39.3260685,-4.8379791",39.4759,-0.3581
318,WC-1982,1982 FIFA World Cup,M-1982-10,Chile v Austria,group stage,Group 2,1,0,0,0,6/17/1982,17:15,S-157,Carlos Tartiere Stadium,Oviedo,Spain,T-13,Chile,CHL,T-05,Austria,AUT,1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",43.36087155,-5.870305982672
319,WC-1982,1982 FIFA World Cup,M-1982-11,Czechoslovakia v Kuwait,group stage,Group 4,1,0,0,0,6/17/1982,17:15,S-161,JosÃ© Zorrilla Stadium,Valladolid,Spain,T-20,Czechoslovakia,CSK,T-43,Kuwait,KWT,2,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,39.3260685,-4.8379791,"39.3260685,-4.8379791",41.6858,-4.7471
320,WC-1982,1982 FIFA World Cup,M-1982-12,Yugoslavia v Northern Ireland,group stage,Group 5,1,0,0,0,6/17/1982,21:00,S-163,La Romareda Stadium,Zaragoza,Spain,T-84,Yugoslavia,YUG,T-50,Northern Ireland,NIR,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,39.3260685,-4.8379791,"39.3260685,-4.8379791",41.63648875,-0.9018225813306358
321,WC-1982,1982 FIFA World Cup,M-1982-13,Italy v Peru,group stage,Group 1,1,0,0,0,6/18/1982,17:15,S-162,bullets,Vigo,Spain,T-39,Italy,ITA,T-54,Peru,PER,2,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,39.3260685,-4.8379791,"39.3260685,-4.8379791",37.7051006,-77.7867532
322,WC-1982,1982 FIFA World Cup,M-1982-14,Argentina v Hungary,group stage,Group 3,1,0,0,0,6/18/1982,21:00,S-148,JosÃ© Rico PÃ©rez Stadium,Alicante,Spain,T-03,Argentina,ARG,T-34,Hungary,HUN,5,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",38.35734585,-0.4925974221199808
323,WC-1982,1982 FIFA World Cup,M-1982-15,Brazil v Scotland,group stage,Group 6,1,0,0,0,6/18/1982,21:00,S-158,Estadio Benito VillamarÃn,Seville,Spain,T-09,Brazil,BRA,T-62,Scotland,SCO,5,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",37.3579,-5.9864
324,WC-1982,1982 FIFA World Cup,M-1982-16,Poland v Cameroon,group stage,Group 1,1,0,0,0,6/19/1982,17:15,S-147,Riazor Stadium,A CoruÃÂÃÂ±a,Spain,T-55,Poland,POL,T-11,Cameroon,CMR,0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,39.3260685,-4.8379791,"39.3260685,-4.8379791",43.369825,-8.4159262
325,WC-1982,1982 FIFA World Cup,M-1982-17,Belgium v El Salvador,group stage,Group 3,1,0,0,0,6/19/1982,21:00,S-152,new stadium,Elche,Spain,T-06,Belgium,BEL,T-26,El Salvador,SLV,1,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",25.6537701,-100.28174483134391
326,WC-1982,1982 FIFA World Cup,M-1982-18,Soviet Union v New Zealand,group stage,Group 6,1,0,0,0,6/19/1982,21:00,S-156,Estadio La Rosaleda,MÃÂÃÂ¡laga,Spain,T-70,Soviet Union,SUN,T-47,New Zealand,NZL,3,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",36.734959700000005,-4.426535165860329
327,WC-1982,1982 FIFA World Cup,M-1982-19,West Germany v Chile,group stage,Group 2,1,0,0,0,6/20/1982,17:15,S-153,El MolinÃ³n Stadium,GijÃÂÃÂ³n,Spain,T-83,West Germany,DEU,T-13,Chile,CHL,5,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",43.5355282,-5.637862
328,WC-1982,1982 FIFA World Cup,M-1982-20,England v Czechoslovakia,group stage,Group 4,1,0,0,0,6/20/1982,17:15,S-151,San MamÃÂ©s Stadium,Bilbao,Spain,T-27,England,ENG,T-20,Czechoslovakia,CSK,2,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",43.2632,-2.9499
329,WC-1982,1982 FIFA World Cup,M-1982-21,Spain v Yugoslavia,group stage,Group 5,1,0,0,0,6/20/1982,21:00,S-160,Luis Casanova Stadium,Valencia,Spain,T-71,Spain,ESP,T-84,Yugoslavia,YUG,3,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",39.4759,-0.3581
330,WC-1982,1982 FIFA World Cup,M-1982-22,Algeria v Austria,group stage,Group 2,1,0,0,0,6/21/1982,17:15,S-157,Carlos Tartiere Stadium,Oviedo,Spain,T-01,Algeria,DZA,T-05,Austria,AUT,2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",43.36087155,-5.870305982672
331,WC-1982,1982 FIFA World Cup,M-1982-23,France v Kuwait,group stage,Group 4,1,0,0,0,6/21/1982,17:15,S-161,JosÃ© Zorrilla Stadium,Valladolid,Spain,T-28,France,FRA,T-43,Kuwait,KWT,5,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",41.6858,-4.7471
332,WC-1982,1982 FIFA World Cup,M-1982-24,Honduras v Northern Ireland,group stage,Group 5,1,0,0,0,6/21/1982,21:00,S-163,La Romareda Stadium,Zaragoza,Spain,T-33,Honduras,HND,T-50,Northern Ireland,NIR,2,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,39.3260685,-4.8379791,"39.3260685,-4.8379791",41.63648875,-0.9018225813306358
333,WC-1982,1982 FIFA World Cup,M-1982-25,Poland v Peru,group stage,Group 1,1,0,0,0,6/22/1982,17:15,S-147,Riazor Stadium,A CoruÃÂÃÂ±a,Spain,T-55,Poland,POL,T-54,Peru,PER,6,5,1,4,-4,0,0,0-0,0,0,home team win,1,0,0,39.3260685,-4.8379791,"39.3260685,-4.8379791",43.369825,-8.4159262
